8,0000e-03;0,0000e+00;0,0.00E+00
-2,4865e-03;7,6038e-03;8,8.00E-05
-6,4543e-03;-4,7267e-03;1,6.02E-02
6,4986e-03;-4,6656e-03;2,4.02E-02
2,4146e-03;7,6269e-03;3,2.03E-02
-7,9996e-03;-7,5473e-05;4,4.00E-04
2,5581e-03;-7,5800e-03;4,8.05E-02
6,4095e-03;4,7874e-03;5,6.06E-02
-6,5424e-03;4,6041e-03;6,4.06E-02
-2,3426e-03;-7,6493e-03;7,2.07E-02
7,9986e-03;1,5094e-04;8,8.00E-04
-2,6295e-03;7,5555e-03;8,8.09E-02
-6,3640e-03;-4,8476e-03;9,6.10E-02
6,5855e-03;-4,5421e-03;1,4.10E-02
2,2703e-03;7,6711e-03;1,1.21E-01
-7,9968e-03;-2,2639e-04;1,2.01E-01
2,7007e-03;-7,5304e-03;1,2.81E-01
6,3180e-03;4,9074e-03;1,3.61E-01
-6,6281e-03;4,4798e-03;1,4.41E-01
-2,1978e-03;-7,6922e-03;1,5.22E-01
7,9943e-03;3,0182e-04;1,6.02E-01
-2,7716e-03;7,5046e-03;1,6.82E-01
-6,2714e-03;-4,9668e-03;1,7.62E-01
6,6700e-03;-4,4171e-03;1,8.42E-01
2,1252e-03;7,7126e-03;1,9.22E-01
-7,9911e-03;-3,7723e-04;2,2.00E-03
2,8423e-03;-7,4781e-03;2,8.21E-02
6,2243e-03;5,0258e-03;2,1.62E-01
-6,7114e-03;4,3539e-03;2,2.42E-01
-2,0523e-03;-7,7323e-03;2,3.22E-01
7,9872e-03;4,5260e-04;2,4.02E-01
-2,9127e-03;7,4509e-03;2,4.83E-01
-6,1766e-03;-5,0843e-03;2,5.63E-01
6,7522e-03;-4,2904e-03;2,6.43E-01
1,9793e-03;7,7513e-03;2,7.23E-01
-7,9826e-03;-5,2793e-04;2,8.03E-01
2,9829e-03;-7,4231e-03;2,8.83E-01
6,1284e-03;5,1423e-03;2,9.63E-01
-6,7924e-03;4,2265e-03;3,4.30E-02
-1,9061e-03;-7,7696e-03;3,1.23E-01
7,9772e-03;6,0322e-04;3,2.03E-01
-3,0527e-03;7,3946e-03;3,2.83E-01
-6,0796e-03;-5,1999e-03;3,3.63E-01
6,8319e-03;-4,1623e-03;3,4.43E-01
1,8327e-03;7,7873e-03;3,5.24E-01
-7,9712e-03;-6,7845e-04;3,6.04E-01
3,1224e-03;-7,3655e-03;3,6.84E-01
6,0302e-03;5,2570e-03;3,7.64E-01
-6,8709e-03;4,0976e-03;3,8.44E-01
-1,7591e-03;-7,8042e-03;3,9.24E-01
7,9644e-03;7,5362e-04;4,4.00E-03
-3,1917e-03;7,3357e-03;4,8.41E-02
-5,9804e-03;-5,3137e-03;4,1.64E-01
6,9093e-03;-4,0326e-03;4,2.44E-01
1,6854e-03;7,8204e-03;4,3.24E-01
-7,9570e-03;-8,2872e-04;4,4.04E-01
3,2608e-03;-7,3053e-03;4,4.85E-01
5,9300e-03;5,3698e-03;4,5.65E-01
-6,9470e-03;3,9673e-03;4,6.45E-01
-1,6116e-03;-7,8360e-03;4,7.25E-01
7,9488e-03;9,0375e-04;4,8.05E-01
-3,3296e-03;7,2742e-03;4,8.85E-01
-5,8791e-03;-5,4256e-03;4,9.65E-01
6,9841e-03;-3,9016e-03;5,4.50E-02
1,5376e-03;7,8508e-03;5,1.25E-01
-7,9399e-03;-9,7870e-04;5,2.05E-01
3,3980e-03;-7,2425e-03;5,2.85E-01
5,8276e-03;5,4808e-03;5,3.65E-01
-7,0206e-03;3,8355e-03;5,4.45E-01
-1,4634e-03;-7,8650e-03;5,5.26E-01
7,9303e-03;1,0536e-03;5,6.06E-01
-3,4662e-03;7,2101e-03;5,6.86E-01
-5,7756e-03;-5,5355e-03;5,7.66E-01
7,0565e-03;-3,7691e-03;5,8.46E-01
1,3892e-03;7,8785e-03;5,9.26E-01
-7,9200e-03;-1,1283e-03;6,6.00E-03
3,5341e-03;-7,1771e-03;6,8.61E-02
5,7232e-03;5,5898e-03;6,1.66E-01
-7,0917e-03;3,7024e-03;6,2.46E-01
-1,3148e-03;-7,8912e-03;6,3.26E-01
7,9090e-03;1,2030e-03;6,4.06E-01
-3,6016e-03;7,1434e-03;6,4.87E-01
-5,6702e-03;-5,6435e-03;6,5.67E-01
7,1263e-03;-3,6353e-03;6,6.47E-01
1,2403e-03;7,9033e-03;6,7.27E-01
-7,8973e-03;-1,2776e-03;6,8.07E-01
3,6689e-03;-7,1091e-03;6,8.87E-01
5,6167e-03;5,6967e-03;6,9.67E-01
-7,1603e-03;3,5679e-03;7,4.70E-02
-1,1657e-03;-7,9146e-03;7,1.27E-01
7,8849e-03;1,3520e-03;7,2.07E-01
-3,7358e-03;7,0742e-03;7,2.87E-01
-5,5627e-03;-5,7495e-03;7,3.67E-01
7,1937e-03;-3,5002e-03;7,4.47E-01
1,0910e-03;7,9253e-03;7,5.28E-01
-7,8718e-03;-1,4263e-03;7,6.08E-01
3,8023e-03;-7,0386e-03;7,6.88E-01
5,5082e-03;5,8017e-03;7,7.68E-01
-7,2264e-03;3,4322e-03;7,8.48E-01
-1,0161e-03;-7,9352e-03;7,9.28E-01
7,8580e-03;1,5005e-03;8,8.00E-03
-3,8686e-03;7,0024e-03;8,8.81E-02
-5,4532e-03;-5,8534e-03;8,1.68E-01
7,2584e-03;-3,3638e-03;8,2.48E-01
9,4124e-04;7,9444e-03;8,3.28E-01
-7,8435e-03;-1,5746e-03;8,4.08E-01
3,9345e-03;-6,9656e-03;8,4.89E-01
5,3978e-03;5,9046e-03;8,5.69E-01
-7,2898e-03;3,2952e-03;8,6.49E-01
-8,6625e-04;-7,9530e-03;8,7.29E-01
7,8283e-03;1,6485e-03;8,8.09E-01
-4,0000e-03;6,9282e-03;8,8.89E-01
-5,3418e-03;-5,9552e-03;8,9.69E-01
7,3206e-03;-3,2263e-03;9,4.90E-02
7,9118e-04;7,9608e-03;9,1.29E-01
